ad_text,industry,actual_ctr,impressions,factor_urgency,factor_social,factor_spec,factor_cta,factor_curiosity,factor_price
The credit card you've been waiting for. The counterintuitive trick that doubled our results. Final hours. Claim your discount. The luxury standard. Save $75 instantly and get free shipping over $50.,Finance / Fintech,0.01209,20241,2,0,3,2,3,0
The credit card you've been waiting for. The luxury standard. Ends soon. Get 40% off.,Finance / Fintech,0.006783,164815,1,0,2,0,0,0
"The wireless headphones you've been waiting for. #1 rated in its category, backed by 25,000 five-star reviews. Today only. Start your free trial. The counterintuitive trick that doubled our results. Cut your bill by half. Quality you can trust.",Consumer Electronics,0.024316,157624,2,3,2,2,3,1
"The streaming plan you've been waiting for. Ends soon. Join 50,000 happy customers. Premium craftsmanship. Learn more. Cut your bill by half. What nobody tells you about.",Entertainment / Streaming,0.024549,117456,1,2,2,0,2,0
The training program you've been waiting for. A customer favorite. Ends at midnight tonight. Lowest price guaranteed. Get 40% off. A new product.,Fitness,0.025312,72820,3,1,2,0,0,3
The insurance plan you've been waiting for. The counterintuitive trick that doubled our results. Quality you can trust. Get started. Save $75 instantly and get free shipping over $50.,Insurance,0.005196,126249,0,0,3,1,3,1
The monthly donation you've been waiting for. Quality you can trust. Available now. Loved by customers. Claim your discount. Save $75 instantly and get free shipping over $50.,Nonprofit,0.011121,157292,0,1,3,2,0,1
The training program you've been waiting for. Shop now. While supplies last. The secret pros use. Premium craftsmanship. Rated 4.8/5 by thousands. A smarter choice.,Fitness,0.015011,13116,1,2,0,1,2,0
"The wireless headphones you've been waiting for. #1 rated in its category, backed by 25,000 five-star reviews. Quality you can trust. Claim your discount. Offer expires today — act now. A smarter choice. What nobody tells you about.",Consumer Electronics,0.024766,173656,3,3,0,2,2,1
The insurance plan you've been waiting for. Here's why it works. Try it today. Premium craftsmanship. Only 24 hours left. Cut your bill by half. For everyone.,Insurance,0.005453,152656,2,0,2,1,1,0
"The insurance plan you've been waiting for. Only 24 hours left. Save $75 instantly and get free shipping over $50. Learn more. #1 rated in its category, backed by 25,000 five-star reviews. What nobody tells you about. Affordable for everyone.",Insurance,0.008419,95314,2,3,3,0,2,2
"The credit card you've been waiting for. Available now. What nobody tells you about. Save on your order. Start your free trial — no credit card, cancel anytime. #1 rated in its category, backed by 25,000 five-star reviews. The luxury standard.",Finance / Fintech,0.010971,165418,0,3,1,3,2,0
"The garden kit you've been waiting for. Learn more. #1 rated in its category, backed by 25,000 five-star reviews. The counterintuitive trick that doubled our results. 48-hour flash sale. Quality you can trust. Get 40% off.",Home & Garden,0.019601,131062,3,3,2,0,3,1
The designer watch you've been waiting for. Here's why it works. Highly rated. Unbeatable price. Get 40% off. 48-hour flash sale. Start your free trial.,Luxury Goods,0.014485,165268,3,1,2,2,1,3
The training program you've been waiting for. 48-hour flash sale. Learn more. Premium craftsmanship. Real savings inside.,Fitness,0.016277,66477,3,0,1,0,0,0
The monthly donation you've been waiting for. Highly rated. Final hours. Lowest price guaranteed. A smarter choice. Shop now. A new product.,Nonprofit,0.013168,101034,2,1,0,1,0,3
The downtown condo you've been waiting for. The secret pros use. Try it today. Cut your bill by half. Last chance. Rated 4.8/5 by thousands. Unbeatable price.,Real Estate,0.010735,116509,2,2,2,1,2,3
The software suite you've been waiting for. Premium craftsmanship. Shop the collection. Highly rated. Try it today. Save $75 instantly and get free shipping over $50. What nobody tells you about.,SaaS / B2B,0.009104,25032,0,1,3,1,2,0
"The unlimited data plan you've been waiting for. Available now. Lowest price guaranteed. A new product. A smarter choice. #1 rated in its category, backed by 25,000 five-star reviews. Shop now.",Telecom,0.010137,62312,0,3,0,1,0,3
"The game pass you've been waiting for. Shop the collection. The counterintuitive trick that doubled our results. Start your free trial. #1 rated in its category, backed by 25,000 five-star reviews. Affordable for everyone. Get 40% off.",Gaming,0.034541,195701,0,3,2,2,3,2
The family sedan you've been waiting for. The secret pros use. For everyone. Save $75 instantly and get free shipping over $50. Quality you can trust. Available now.,Automotive,0.00619,70757,0,0,3,0,2,1
The skincare set you've been waiting for. The luxury standard. 48-hour flash sale. What nobody tells you about. Save $75 instantly and get free shipping over $50. A customer favorite.,Beauty & Cosmetics,0.025026,187429,3,1,3,0,2,0
The software suite you've been waiting for. A customer favorite. Available now. The luxury standard. The counterintuitive trick that doubled our results. Get 40% off.,SaaS / B2B,0.006731,118916,0,1,2,0,3,0
"The monthly donation you've been waiting for. Save $75 instantly and get free shipping over $50. Here's why it works. #1 rated in its category, backed by 25,000 five-star reviews. Offer expires today — act now. Budget-friendly. Learn more.",Nonprofit,0.014666,105344,3,3,3,0,1,2
The insurance plan you've been waiting for. A smarter choice. Affordable for everyone. For everyone. 48-hour flash sale.,Insurance,0.005915,105351,3,0,0,0,0,2
"The insurance plan you've been waiting for. The counterintuitive trick that doubled our results. Shop now. Save $75 instantly and get free shipping over $50. Join 50,000 happy customers. Quality you can trust.",Insurance,0.006036,86276,0,2,3,1,3,1
"The daily supplements you've been waiting for. Lowest price guaranteed. Join 50,000 happy customers. Save 30% today. What nobody tells you about. Start your free trial — no credit card, cancel anytime.",Health & Wellness,0.020637,123863,0,2,2,3,2,3
The downtown condo you've been waiting for. Get 40% off. Start your free trial. A new product. For everyone. Lowest price guaranteed. 48-hour flash sale.,Real Estate,0.008788,7421,3,0,2,2,0,3
"The garden kit you've been waiting for. The luxury standard. #1 rated in its category, backed by 25,000 five-star reviews. Save $75 instantly and get free shipping over $50. Ends soon. The secret pros use.",Home & Garden,0.017908,112620,1,3,3,0,2,0
"The daily supplements you've been waiting for. The counterintuitive trick that doubled our results. Start your free trial. Join 50,000 happy customers. 48-hour flash sale. Save 30% today. Quality you can trust.",Health & Wellness,0.023316,133410,3,2,2,2,3,1
"The streaming plan you've been waiting for. You'll want to see this. Start your free trial — no credit card, cancel anytime. Cut your bill by half. Affordable for everyone. For everyone. Shop the collection.",Entertainment / Streaming,0.026378,155702,0,0,2,3,1,2
The grain-free pet food you've been waiting for. Quality you can trust. Start your free trial. Highly rated. A new product. Shop the collection. Save on your order.,Pet Care,0.017045,62664,0,1,1,2,0,1
The game pass you've been waiting for. Quality you can trust. The secret pros use. Get 40% off. Loved by customers.,Gaming,0.025465,70209,0,1,2,0,2,1
"The monthly donation you've been waiting for. Final hours. Save 30% today. The counterintuitive trick that doubled our results. Trusted by 10,000+ buyers. Affordable for everyone. Grab yours now.",Nonprofit,0.017059,178081,2,2,2,2,3,2
"The garden kit you've been waiting for. #1 rated in its category, backed by 25,000 five-star reviews. Premium craftsmanship. Available now. The counterintuitive trick that doubled our results. A smarter choice. Try it today.",Home & Garden,0.012309,95633,0,3,0,1,3,0
The daily supplements you've been waiting for. Ends at midnight tonight. Loved by customers. Learn more. Budget-friendly. Save $75 instantly and get free shipping over $50.,Health & Wellness,0.022306,10191,3,1,3,0,0,2
The designer watch you've been waiting for. Save on your order. The secret pros use. For everyone. Today only. Budget-friendly. Claim your discount.,Luxury Goods,0.010767,48540,2,0,1,2,2,2
"The training program you've been waiting for. Ends soon. You'll want to see this. Premium craftsmanship. Shop now. Save on your order. #1 rated in its category, backed by 25,000 five-star reviews.",Fitness,0.017756,6334,1,3,1,1,1,0
"The online course you've been waiting for. Save $75 instantly and get free shipping over $50. Quality you can trust. A new product. Today only. Start your free trial — no credit card, cancel anytime.",Education / e-Learning,0.016353,136939,2,0,3,3,0,1
"The grain-free pet food you've been waiting for. Join 50,000 happy customers. Lowest price guaranteed. Try it today. Save $75 instantly and get free shipping over $50. Offer expires today — act now.",Pet Care,0.035796,90530,3,2,3,1,0,3
The software suite you've been waiting for. Ends soon. Real savings inside. Try it today. Budget-friendly. Loved by customers. The counterintuitive trick that doubled our results.,SaaS / B2B,0.010177,28400,1,1,1,1,3,2
"The wireless headphones you've been waiting for. The luxury standard. Start your free trial — no credit card, cancel anytime. Save $75 instantly and get free shipping over $50. Final hours. Join 50,000 happy customers. Here's why it works.",Consumer Electronics,0.02198,86387,2,2,3,3,1,0
"The family sedan you've been waiting for. #1 rated in its category, backed by 25,000 five-star reviews. The counterintuitive trick that doubled our results. Today only. Real savings inside. Unbeatable price. Start your free trial — no credit card, cancel anytime.",Automotive,0.015104,144248,2,3,1,3,3,3
The coffee subscription you've been waiting for. You'll want to see this. Quality you can trust. Learn more. Final hours. Get 40% off. Rated 4.8/5 by thousands.,Food & Beverage,0.020324,148709,2,2,2,0,1,1
"The daily supplements you've been waiting for. #1 rated in its category, backed by 25,000 five-star reviews. Available now. A new product. Get 40% off. Affordable for everyone. Get started.",Health & Wellness,0.017686,64638,0,3,2,1,0,2
"The grain-free pet food you've been waiting for. Quality you can trust. Save $75 instantly and get free shipping over $50. Grab yours now. #1 rated in its category, backed by 25,000 five-star reviews.",Pet Care,0.021373,170799,0,3,3,2,0,1
"The game pass you've been waiting for. Premium craftsmanship. Today only. Claim your discount. A smarter choice. Join 50,000 happy customers.",Gaming,0.028246,44843,2,2,0,2,0,0
The unlimited data plan you've been waiting for. Don't miss out. Quality you can trust. The counterintuitive trick that doubled our results. Real savings inside. Highly rated. Shop now.,Telecom,0.009145,11589,1,1,1,1,3,1
The online course you've been waiting for. Learn more. Highly rated. While supplies last. The luxury standard. Get 40% off. The secret pros use.,Education / e-Learning,0.012101,149828,1,1,2,0,2,0
"The insurance plan you've been waiting for. What nobody tells you about. Start your free trial — no credit card, cancel anytime. Quality you can trust. A smarter choice. Ends at midnight tonight.",Insurance,0.006749,116774,3,0,0,3,2,1
"The software suite you've been waiting for. Start your free trial — no credit card, cancel anytime. Save $75 instantly and get free shipping over $50. What nobody tells you about. Lowest price guaranteed. Loved by customers. Ends at midnight tonight.",SaaS / B2B,0.016612,163117,3,1,3,3,2,3
The streaming plan you've been waiting for. Real savings inside. Affordable for everyone. The counterintuitive trick that doubled our results. Grab yours now. Available now.,Entertainment / Streaming,0.026814,79607,0,0,1,2,3,2
The designer watch you've been waiting for. Rated 4.8/5 by thousands. Lowest price guaranteed. Shop now. Save $75 instantly and get free shipping over $50. 48-hour flash sale. What nobody tells you about.,Luxury Goods,0.014444,115273,3,2,3,1,2,3
The wireless headphones you've been waiting for. Don't miss out. Save $75 instantly and get free shipping over $50. Quality you can trust. Shop now. What nobody tells you about. For everyone.,Consumer Electronics,0.017538,13669,1,0,3,1,2,1
"The downtown condo you've been waiting for. Lowest price guaranteed. Only 24 hours left. Here's why it works. Save 30% today. Try it today. #1 rated in its category, backed by 25,000 five-star reviews.",Real Estate,0.010184,113766,2,3,2,1,1,3
"The training program you've been waiting for. The secret pros use. Save 30% today. Start your free trial — no credit card, cancel anytime. Unbeatable price.",Fitness,0.021506,196924,0,0,2,3,2,3
The training program you've been waiting for. Learn more. Save $75 instantly and get free shipping over $50. A customer favorite. Today only. The counterintuitive trick that doubled our results. Lowest price guaranteed.,Fitness,0.028683,92111,2,1,3,0,3,3
The family sedan you've been waiting for. Budget-friendly. A smarter choice. Start your free trial. The secret pros use. Rated 4.8/5 by thousands. Offer expires today — act now.,Automotive,0.009787,183652,3,2,0,2,2,2
"The grain-free pet food you've been waiting for. Join 50,000 happy customers. Save on your order. Available now. Try it today. The counterintuitive trick that doubled our results. Premium craftsmanship.",Pet Care,0.015913,120762,0,2,1,1,3,0
"The getaway package you've been waiting for. Here's why it works. #1 rated in its category, backed by 25,000 five-star reviews. Save $75 instantly and get free shipping over $50. Final hours. Claim your discount. Budget-friendly.",Travel & Hospitality,0.019702,152305,2,3,3,2,1,2
The sneakers you've been waiting for. A customer favorite. 48-hour flash sale. Unbeatable price. Cut your bill by half. Here's why it works. Try it today.,E-commerce Fashion,0.032351,73583,3,1,2,1,1,3
The downtown condo you've been waiting for. Save on your order. Affordable for everyone. What nobody tells you about. Today only.,Real Estate,0.006713,62711,2,0,1,0,2,2
"The designer watch you've been waiting for. What nobody tells you about. Ends at midnight tonight. Highly rated. Lowest price guaranteed. Start your free trial — no credit card, cancel anytime. Get 40% off.",Luxury Goods,0.013649,151066,3,1,2,3,2,3
The software suite you've been waiting for. Ends soon. Learn more. A new product. Cut your bill by half. Quality you can trust.,SaaS / B2B,0.006928,131496,1,0,2,0,0,1
"The monthly donation you've been waiting for. Lowest price guaranteed. The counterintuitive trick that doubled our results. #1 rated in its category, backed by 25,000 five-star reviews. Get 40% off. Shop the collection.",Nonprofit,0.015931,165560,0,3,2,0,3,3
The streaming plan you've been waiting for. You'll want to see this. Get started. Quality you can trust. A customer favorite. Get 40% off.,Entertainment / Streaming,0.023642,9841,0,1,2,1,1,1
The credit card you've been waiting for. Here's why it works. 48-hour flash sale. Great value. Affordable for everyone. Learn more. A customer favorite.,Finance / Fintech,0.012753,155174,3,1,0,0,1,2
"The unlimited data plan you've been waiting for. Shop the collection. Start your free trial — no credit card, cancel anytime. Save 30% today. Highly rated. Unbeatable price.",Telecom,0.011346,176222,0,1,2,3,0,3
The sneakers you've been waiting for. For everyone. Real savings inside. Here's why it works. The luxury standard. Learn more. Offer expires today — act now.,E-commerce Fashion,0.017775,117464,3,0,1,0,1,0
The insurance plan you've been waiting for. Shop the collection. A smarter choice. Loved by customers. The counterintuitive trick that doubled our results. Lowest price guaranteed.,Insurance,0.005716,18160,0,1,0,0,3,3
The wireless headphones you've been waiting for. Try it today. Last chance. Save on your order. Quality you can trust. Rated 4.8/5 by thousands.,Consumer Electronics,0.018444,184400,2,2,1,1,0,1
"The family sedan you've been waiting for. Start your free trial — no credit card, cancel anytime. Join 50,000 happy customers. What nobody tells you about. Save 30% today. The luxury standard.",Automotive,0.00804,11427,0,2,2,3,2,0
The training program you've been waiting for. Final hours. A smarter choice. The counterintuitive trick that doubled our results. Lowest price guaranteed. Get started.,Fitness,0.02526,122761,2,0,0,1,3,3
The insurance plan you've been waiting for. Shop now. Save on your order. Premium craftsmanship. Today only. Highly rated. A new product.,Insurance,0.004906,18133,2,1,1,1,0,0
The software suite you've been waiting for. For everyone. You'll want to see this. Start your free trial. Get 40% off. Final hours. Quality you can trust.,SaaS / B2B,0.009925,151982,2,0,2,2,1,1
"The getaway package you've been waiting for. Trusted by 10,000+ buyers. While supplies last. Save $75 instantly and get free shipping over $50. Affordable for everyone.",Travel & Hospitality,0.014113,10646,1,2,3,0,0,2
The sneakers you've been waiting for. The counterintuitive trick that doubled our results. Save on your order. Grab yours now. Lowest price guaranteed. Offer expires today — act now. Highly rated.,E-commerce Fashion,0.032887,147634,3,1,1,2,3,3
The streaming plan you've been waiting for. Save 30% today. Learn more. A new product. Rated 4.8/5 by thousands. Unbeatable price. 48-hour flash sale.,Entertainment / Streaming,0.031013,114032,3,2,2,0,0,3
"The family sedan you've been waiting for. Ends at midnight tonight. Grab yours now. Here's why it works. Trusted by 10,000+ buyers. Save $75 instantly and get free shipping over $50. Unbeatable price.",Automotive,0.014267,50359,3,2,3,2,1,3
The insurance plan you've been waiting for. Get started. Highly rated. Budget-friendly. Cut your bill by half. You'll want to see this.,Insurance,0.006016,44593,0,1,2,1,1,2
"The game pass you've been waiting for. Great value. Quality you can trust. The secret pros use. #1 rated in its category, backed by 25,000 five-star reviews.",Gaming,0.025861,81456,0,3,0,0,2,1
The skincare set you've been waiting for. Learn more. You'll want to see this. Premium craftsmanship. Cut your bill by half. For everyone. Today only.,Beauty & Cosmetics,0.021121,151967,2,0,2,0,1,0
"The credit card you've been waiting for. What nobody tells you about. Ends at midnight tonight. Lowest price guaranteed. Rated 4.8/5 by thousands. Start your free trial — no credit card, cancel anytime. Cut your bill by half.",Finance / Fintech,0.020476,169886,3,2,2,3,2,3
The grain-free pet food you've been waiting for. For everyone. Available now. Real savings inside. Shop now. Quality you can trust.,Pet Care,0.015608,178679,0,0,1,1,0,1
The unlimited data plan you've been waiting for. Claim your discount. Shop the collection. The counterintuitive trick that doubled our results. For everyone. The luxury standard. Get 40% off.,Telecom,0.007502,143674,0,0,2,2,3,0
The monthly donation you've been waiting for. Learn more. Save $75 instantly and get free shipping over $50. You'll want to see this. For everyone. Budget-friendly. While supplies last.,Nonprofit,0.011984,122896,1,0,3,0,1,2
"The online course you've been waiting for. Start your free trial — no credit card, cancel anytime. What nobody tells you about. While supplies last. Quality you can trust. A customer favorite. Save $75 instantly and get free shipping over $50.",Education / e-Learning,0.016036,169797,1,1,3,3,2,1
"The unlimited data plan you've been waiting for. Real savings inside. #1 rated in its category, backed by 25,000 five-star reviews. Lowest price guaranteed. Learn more. Ends soon. The counterintuitive trick that doubled our results.",Telecom,0.011448,135656,1,3,1,0,3,3
The downtown condo you've been waiting for. Learn more. What nobody tells you about. Premium craftsmanship. Save 30% today. For everyone.,Real Estate,0.004167,194458,0,0,2,0,2,0
"The getaway package you've been waiting for. The counterintuitive trick that doubled our results. Only 24 hours left. Save $75 instantly and get free shipping over $50. The luxury standard. Get started. #1 rated in its category, backed by 25,000 five-star reviews.",Travel & Hospitality,0.019737,125431,2,3,3,1,3,0
The sneakers you've been waiting for. Learn more. What nobody tells you about. Lowest price guaranteed. Save $75 instantly and get free shipping over $50. A customer favorite.,E-commerce Fashion,0.025795,13150,0,1,3,0,2,3
The coffee subscription you've been waiting for. Real savings inside. Unbeatable price. Ends soon. The counterintuitive trick that doubled our results.,Food & Beverage,0.021629,40717,1,0,1,0,3,3
"The daily supplements you've been waiting for. #1 rated in its category, backed by 25,000 five-star reviews. Get 40% off. Premium craftsmanship. Try it today. Last chance. The counterintuitive trick that doubled our results.",Health & Wellness,0.017963,8983,2,3,2,1,3,0
The garden kit you've been waiting for. Great value. What nobody tells you about. Available now. Get started. For everyone. Affordable for everyone.,Home & Garden,0.011374,45222,0,0,0,1,2,2
"The streaming plan you've been waiting for. While supplies last. #1 rated in its category, backed by 25,000 five-star reviews. Start your free trial — no credit card, cancel anytime. A new product. A smarter choice. Premium craftsmanship.",Entertainment / Streaming,0.023873,165175,1,3,0,3,0,0
The getaway package you've been waiting for. Quality you can trust. Highly rated. Shop the collection. Learn more. You'll want to see this. Save 30% today.,Travel & Hospitality,0.011796,130786,0,1,2,0,1,1
The skincare set you've been waiting for. Learn more. Quality you can trust. For everyone. Get 40% off. Available now.,Beauty & Cosmetics,0.017775,153127,0,0,2,0,0,1
The game pass you've been waiting for. While supplies last. Loved by customers. Quality you can trust. Save $75 instantly and get free shipping over $50. Here's why it works.,Gaming,0.029482,15643,1,1,3,0,1,1
The grain-free pet food you've been waiting for. A smarter choice. For everyone. Lowest price guaranteed. Get started.,Pet Care,0.018441,122485,0,0,0,1,0,3
"The credit card you've been waiting for. Unbeatable price. While supplies last. Great value. Start your free trial — no credit card, cancel anytime.",Finance / Fintech,0.011737,80390,1,0,0,3,0,3
"The streaming plan you've been waiting for. Get 40% off. The counterintuitive trick that doubled our results. Don't miss out. Quality you can trust. Trusted by 10,000+ buyers. Shop now.",Entertainment / Streaming,0.030726,141807,1,2,2,1,3,1
"The wireless headphones you've been waiting for. Get started. Ends soon. Quality you can trust. Trusted by 10,000+ buyers. The secret pros use. Save $75 instantly and get free shipping over $50.",Consumer Electronics,0.02041,192292,1,2,3,1,2,1
The sneakers you've been waiting for. Real savings inside. Budget-friendly. Rated 4.8/5 by thousands. Start your free trial. Available now. You'll want to see this.,E-commerce Fashion,0.02295,112769,0,2,1,2,1,2
The streaming plan you've been waiting for. Quality you can trust. Learn more. Highly rated. Great value. Last chance.,Entertainment / Streaming,0.022252,197369,2,1,0,0,0,1
"The grain-free pet food you've been waiting for. The secret pros use. Shop the collection. For everyone. Unbeatable price. Start your free trial — no credit card, cancel anytime. Real savings inside.",Pet Care,0.022399,72983,0,0,1,3,2,3
"The software suite you've been waiting for. Save $75 instantly and get free shipping over $50. Here's why it works. Start your free trial — no credit card, cancel anytime. #1 rated in its category, backed by 25,000 five-star reviews. Quality you can trust. Today only.",SaaS / B2B,0.013626,122555,2,3,3,3,1,1
The training program you've been waiting for. Grab yours now. Save on your order. While supplies last. Affordable for everyone. Here's why it works. A customer favorite.,Fitness,0.021905,146165,1,1,1,2,1,2
"The coffee subscription you've been waiting for. Affordable for everyone. Ends at midnight tonight. Great value. #1 rated in its category, backed by 25,000 five-star reviews. Here's why it works.",Food & Beverage,0.023967,60585,3,3,0,0,1,2
"The game pass you've been waiting for. Final hours. Trusted by 10,000+ buyers. Save on your order. Try it today. Lowest price guaranteed. You'll want to see this.",Gaming,0.036414,73186,2,2,1,1,1,3
The daily supplements you've been waiting for. The counterintuitive trick that doubled our results. Don't miss out. Learn more. Quality you can trust. Great value.,Health & Wellness,0.01356,93639,1,0,0,0,3,1
"The training program you've been waiting for. Offer expires today — act now. A new product. Unbeatable price. Save 30% today. A customer favorite. Start your free trial — no credit card, cancel anytime.",Fitness,0.029609,92788,3,1,2,3,0,3
The daily supplements you've been waiting for. Premium craftsmanship. The counterintuitive trick that doubled our results. Claim your discount. Get 40% off. Today only. Rated 4.8/5 by thousands.,Health & Wellness,0.021098,40391,2,2,2,2,3,0
"The sneakers you've been waiting for. Join 50,000 happy customers. You'll want to see this. Save on your order. Premium craftsmanship. Start your free trial — no credit card, cancel anytime.",E-commerce Fashion,0.018144,188755,0,2,1,3,1,0
"The family sedan you've been waiting for. Lowest price guaranteed. The secret pros use. Join 50,000 happy customers. Save on your order. Available now.",Automotive,0.008199,175512,0,2,1,0,2,3
The skincare set you've been waiting for. Save $75 instantly and get free shipping over $50. A new product. The luxury standard. While supplies last. Rated 4.8/5 by thousands.,Beauty & Cosmetics,0.023059,103944,1,2,3,0,0,0
The credit card you've been waiting for. Ends soon. Budget-friendly. A new product. A smarter choice.,Finance / Fintech,0.010029,129994,1,0,0,0,0,2
"The unlimited data plan you've been waiting for. #1 rated in its category, backed by 25,000 five-star reviews. Grab yours now. Ends soon. Budget-friendly. Cut your bill by half.",Telecom,0.013436,26685,1,3,2,2,0,2
"The family sedan you've been waiting for. Rated 4.8/5 by thousands. Affordable for everyone. A new product. A smarter choice. Ends soon. Start your free trial — no credit card, cancel anytime.",Automotive,0.00941,61079,1,2,0,3,0,2
"The downtown condo you've been waiting for. Lowest price guaranteed. Start your free trial — no credit card, cancel anytime. Save $75 instantly and get free shipping over $50. A customer favorite. Ends soon.",Real Estate,0.008278,111554,1,1,3,3,0,3
The skincare set you've been waiting for. Budget-friendly. Rated 4.8/5 by thousands. Claim your discount. Ends soon. A smarter choice. Here's why it works.,Beauty & Cosmetics,0.02865,107609,1,2,0,2,1,2
"The game pass you've been waiting for. A new product. Save on your order. Start your free trial — no credit card, cancel anytime. Quality you can trust. Ends soon. #1 rated in its category, backed by 25,000 five-star reviews.",Gaming,0.03767,71064,1,3,1,3,0,1
The credit card you've been waiting for. Here's why it works. For everyone. Quality you can trust. Grab yours now. 48-hour flash sale. Great value.,Finance / Fintech,0.011051,70092,3,0,0,2,1,1
The unlimited data plan you've been waiting for. Loved by customers. Offer expires today — act now. Save $75 instantly and get free shipping over $50. Affordable for everyone. What nobody tells you about.,Telecom,0.011625,91653,3,1,3,0,2,2
The wireless headphones you've been waiting for. While supplies last. Save $75 instantly and get free shipping over $50. The counterintuitive trick that doubled our results. A customer favorite. Start your free trial. Premium craftsmanship.,Consumer Electronics,0.019646,98050,1,1,3,2,3,0
The credit card you've been waiting for. The luxury standard. Start your free trial. Real savings inside. The counterintuitive trick that doubled our results.,Finance / Fintech,0.008312,69604,0,0,1,2,3,0
"The unlimited data plan you've been waiting for. You'll want to see this. Affordable for everyone. #1 rated in its category, backed by 25,000 five-star reviews. Save $75 instantly and get free shipping over $50. Claim your discount. Available now.",Telecom,0.013431,132493,0,3,3,2,1,2
"The downtown condo you've been waiting for. Get 40% off. Final hours. Join 50,000 happy customers. Quality you can trust. Claim your discount. Here's why it works.",Real Estate,0.008632,154414,2,2,2,2,1,1
The wireless headphones you've been waiting for. Here's why it works. Shop the collection. Start your free trial. For everyone. Save $75 instantly and get free shipping over $50. Budget-friendly.,Consumer Electronics,0.019869,37091,0,0,3,2,1,2
"The designer watch you've been waiting for. The secret pros use. Unbeatable price. Claim your discount. Join 50,000 happy customers. Save $75 instantly and get free shipping over $50.",Luxury Goods,0.012284,57144,0,2,3,2,2,3
The skincare set you've been waiting for. Budget-friendly. Don't miss out. Save on your order. Grab yours now. For everyone. The secret pros use.,Beauty & Cosmetics,0.026417,9834,1,0,1,2,2,2
"The monthly donation you've been waiting for. The counterintuitive trick that doubled our results. Trusted by 10,000+ buyers. Available now. Cut your bill by half. Start your free trial. The luxury standard.",Nonprofit,0.013033,43340,0,2,2,2,3,0
The daily supplements you've been waiting for. Great value. Lowest price guaranteed. Learn more. Ends soon.,Health & Wellness,0.014727,25857,1,0,0,0,0,3
"The garden kit you've been waiting for. Quality you can trust. Get started. A smarter choice. The counterintuitive trick that doubled our results. Trusted by 10,000+ buyers. Shop the collection.",Home & Garden,0.01481,118997,0,2,0,1,3,1
The wireless headphones you've been waiting for. The luxury standard. You'll want to see this. Claim your discount. Great value. For everyone. Last chance.,Consumer Electronics,0.015418,33954,2,0,0,2,1,0
The designer watch you've been waiting for. Save 30% today. Affordable for everyone. The counterintuitive trick that doubled our results. Start your free trial.,Luxury Goods,0.008964,127979,0,0,2,2,3,2
"The getaway package you've been waiting for. For everyone. Start your free trial — no credit card, cancel anytime. Quality you can trust. Ends at midnight tonight. The secret pros use. Save $75 instantly and get free shipping over $50.",Travel & Hospitality,0.019637,54327,3,0,3,3,2,1
"The training program you've been waiting for. Start your free trial. Don't miss out. Lowest price guaranteed. What nobody tells you about. Join 50,000 happy customers. Cut your bill by half.",Fitness,0.030651,73253,1,2,2,2,2,3
"The sneakers you've been waiting for. Claim your discount. Only 24 hours left. A smarter choice. Join 50,000 happy customers. Unbeatable price.",E-commerce Fashion,0.024878,194819,2,2,0,2,0,3
The getaway package you've been waiting for. Real savings inside. Learn more. Lowest price guaranteed. Don't miss out. For everyone. Here's why it works.,Travel & Hospitality,0.015677,180797,1,0,1,0,1,3
The designer watch you've been waiting for. Try it today. Great value. Ends soon. Affordable for everyone. A customer favorite.,Luxury Goods,0.008373,138857,1,1,0,1,0,2
The insurance plan you've been waiting for. Unbeatable price. The counterintuitive trick that doubled our results. Only 24 hours left. Save $75 instantly and get free shipping over $50. Get started. For everyone.,Insurance,0.007151,40818,2,0,3,1,3,3
The credit card you've been waiting for. Here's why it works. Highly rated. Lowest price guaranteed. Claim your discount. Get 40% off. Offer expires today — act now.,Finance / Fintech,0.015341,83200,3,1,2,2,1,3
The designer watch you've been waiting for. Get started. Save 30% today. A new product. Lowest price guaranteed. Highly rated. Don't miss out.,Luxury Goods,0.011099,20333,1,1,2,1,0,3
The garden kit you've been waiting for. Highly rated. Today only. Here's why it works. Unbeatable price. Save 30% today.,Home & Garden,0.018353,98898,2,1,2,0,1,3
The insurance plan you've been waiting for. For everyone. The secret pros use. Save $75 instantly and get free shipping over $50. Budget-friendly. Shop the collection. Grab yours now.,Insurance,0.006136,25621,0,0,3,2,2,2
"The insurance plan you've been waiting for. Shop now. #1 rated in its category, backed by 25,000 five-star reviews. Premium craftsmanship. Only 24 hours left. Save $75 instantly and get free shipping over $50. Here's why it works.",Insurance,0.006564,84621,2,3,3,1,1,0
"The credit card you've been waiting for. Ends soon. Start your free trial — no credit card, cancel anytime. Save $75 instantly and get free shipping over $50. Budget-friendly. For everyone. The counterintuitive trick that doubled our results.",Finance / Fintech,0.013474,125648,1,0,3,3,3,2
The game pass you've been waiting for. Rated 4.8/5 by thousands. Claim your discount. Here's why it works. Unbeatable price. Offer expires today — act now. Real savings inside.,Gaming,0.04415,140556,3,2,1,2,1,3
The training program you've been waiting for. A customer favorite. Save $75 instantly and get free shipping over $50. Try it today. Only 24 hours left. The luxury standard. The counterintuitive trick that doubled our results.,Fitness,0.020964,196609,2,1,3,1,3,0
